,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Cluster Label,Rating,Tips Count
814,Tudor City,40.7469174107402,-73.97121928722265,Ratatouille (Chicken Provence),40.748971,-73.976331,French Restaurant,533d99c8498e4ed0ad9db108,3,7.8,15
815,Tudor City,40.7469174107402,-73.97121928722265,Maison Thai,40.74496917737748,-73.97576961769492,Thai Restaurant,56dce8ef498e714be31c4845,3,7.6,16
816,Tudor City,40.7469174107402,-73.97121928722265,Docks Oyster Bar,40.74948275836188,-73.97547112423915,Seafood Restaurant,3fd66200f964a5209ce91ee3,3,7.6,92
817,Tudor City,40.7469174107402,-73.97121928722265,The Pho 5,40.748838,-73.97621099999999,Vietnamese Restaurant,5c6ae96af427de002ccaf1e5,3,7.5,3
818,Tudor City,40.7469174107402,-73.97121928722265,El Rio Grande,40.7483183175233,-73.97645583548294,Mexican Restaurant,3fd66200f964a5204de71ee3,3,7.4,134
819,Tudor City,40.7469174107402,-73.97121928722265,Sinigual Contemporary Mexican Cuisine (Sinigual),40.75030328369034,-73.97509910989558,Mexican Restaurant,4a731f7df964a5209ddb1fe3,3,7.4,88
820,Tudor City,40.7469174107402,-73.97121928722265,The Famous Chicken Place,40.74873094644139,-73.97593113158572,Greek Restaurant,3fd66200f964a5204ae31ee3,3,6.9,6
821,Tudor City,40.7469174107402,-73.97121928722265,Chipotle Mexican Grill,40.74414352828854,-73.975871745998,Mexican Restaurant,5065bdbee4b0a44a76ae8083,3,7.0,20
822,Tudor City,40.7469174107402,-73.97121928722265,The Gyro Shop,40.74377354304308,-73.9735922297467,Greek Restaurant,55a6fe3a498e00b426048c25,3,6.6,7
823,Flatiron,40.739673047638426,-73.9909471052826,Thai Villa,40.73911832471403,-73.99057903842908,Thai Restaurant,57e83df3498eebbe238cb36f,11,9.1,72
824,Flatiron,40.739673047638426,-73.9909471052826,OOTOYA 大戸屋 (OOTOYA),40.73883630073037,-73.99277694087336,Japanese Restaurant,4f7b61f6e4b07aaa5d524842,-1,9.1,274
825,Flatiron,40.739673047638426,-73.9909471052826,Sugarfish,40.7389505411552,-73.98895476288,Japanese Restaurant,581a10901df6b32e66ec3a07,11,9.0,105
826,Flatiron,40.739673047638426,-73.9909471052826,HALL,40.74026030891992,-73.99232433068579,Japanese Restaurant,5bd7a5561c675b0039be9acc,-1,8.9,10
827,Flatiron,40.739673047638426,-73.9909471052826,abcV,40.73818242292011,-73.98921031237288,Vegetarian / Vegan Restaurant,585285cbc0df765c553a2c84,11,9.0,97
828,Flatiron,40.739673047638426,-73.9909471052826,Rezdôra,40.738941,-73.988862,Italian Restaurant,5cc3adaa838e59002cb4629d,11,8.7,25
829,Flatiron,40.739673047638426,-73.9909471052826,ABC Cocina,40.73819266128592,-73.989320744871,Mexican Restaurant,511aff88e4b0a828de75fa82,11,8.8,276
830,Flatiron,40.739673047638426,-73.9909471052826,Nana Thai Street,40.739568,-73.988513,Thai Restaurant,5c82ac6951950e0039187d89,11,8.7,12
831,Flatiron,40.739673047638426,-73.9909471052826,Mari Vanna,40.73877111627831,-73.98868296384858,Russian Restaurant,4a777018f964a5207be41fe3,11,8.7,192
832,Flatiron,40.739673047638426,-73.9909471052826,The Cellar at Beecher's,40.739067607975926,-73.98967837022127,American Restaurant,4e1a41d3183880768f53f08c,11,8.6,159
833,Flatiron,40.739673047638426,-73.9909471052826,Giorgio's of Gramercy,40.73960885534056,-73.98876230488723,New American Restaurant,3fd66200f964a52073ea1ee3,11,8.5,59
834,Flatiron,40.739673047638426,-73.9909471052826,Cosme,40.7395,-73.98844,Mexican Restaurant,542b39ed498e2f39c3a93fc4,11,8.6,273
835,Flatiron,40.739673047638426,-73.9909471052826,Boqueria,40.7402,-73.99377,Tapas Restaurant,44f4b0ebf964a52036381fe3,-1,9.1,296
836,Flatiron,40.739673047638426,-73.9909471052826,Gramercy Tavern,40.73859964402532,-73.98831951156392,American Restaurant,3fd66200f964a520aee91ee3,11,9.3,436
837,Flatiron,40.739673047638426,-73.9909471052826,ABC Kitchen,40.73765323362576,-73.98965791686936,New American Restaurant,4b998a8ff964a520098235e3,11,9.2,712
838,Flatiron,40.739673047638426,-73.9909471052826,Cote,40.74127747314681,-73.99123217573167,Korean Restaurant,591cdaf26f0aa22c76a53ff3,11,8.5,62
839,Flatiron,40.739673047638426,-73.9909471052826,Sushi By Bou,40.740883116531,-73.99352459209372,Sushi Restaurant,5a0e475b018cbb6a2196479e,-1,9.2,13
840,Flatiron,40.739673047638426,-73.9909471052826,Dig Inn,40.740698,-73.988315,American Restaurant,5536759a498e56e343077057,11,9.1,68
841,Flatiron,40.739673047638426,-73.9909471052826,Nur,40.73854,-73.9888,Israeli Restaurant,5900ad59b9ac382b4513ded6,11,8.5,57
842,Flatiron,40.739673047638426,-73.9909471052826,Craft,40.73804640553804,-73.98879794967029,American Restaurant,3fd66200f964a52080e41ee3,11,8.8,123
843,Flatiron,40.739673047638426,-73.9909471052826,Scampi,40.73918569116582,-73.99360910545711,Italian Restaurant,5a2c848293bd636532c23539,-1,8.3,44
844,Flatiron,40.739673047638426,-73.9909471052826,Yakiniku Futago,40.73886058581998,-73.99422389123818,Japanese Restaurant,55805bb5498e8356d675aa22,-1,8.7,26
845,Flatiron,40.739673047638426,-73.9909471052826,Il Pesce,40.74216333939484,-73.98992966102306,Italian Restaurant,4e72a19945dd1ac617629a71,11,8.6,49
846,Flatiron,40.739673047638426,-73.9909471052826,Deep Indian Kitchen,40.74202506140514,-73.99055792757031,Indian Restaurant,52a1fa08498ede15b1530912,11,8.3,132
847,Flatiron,40.739673047638426,-73.9909471052826,CAVA,40.7416572,-73.9933709,Mediterranean Restaurant,5c5869388b98fd002c5de209,-1,8.7,3
848,Flatiron,40.739673047638426,-73.9909471052826,Barbounia,40.7382340253043,-73.98790628816478,Mediterranean Restaurant,4ae32479f964a520e09021e3,11,8.6,210
849,Flatiron,40.739673047638426,-73.9909471052826,Union Square Cafe,40.737733,-73.987811,New American Restaurant,583f3282d25ded04cef6b2ba,11,9.1,72
850,Flatiron,40.739673047638426,-73.9909471052826,La Pizza & La Pasta,40.74244920189739,-73.98998303334243,Italian Restaurant,53370455498e18d7e6607a1d,11,8.6,56
851,Flatiron,40.739673047638426,-73.9909471052826,Bite,40.742135733688905,-73.993066263182,Mediterranean Restaurant,573363c2498eb18e283007f8,-1,8.7,56
852,Flatiron,40.739673047638426,-73.9909471052826,Oceans,40.737514,-73.987945,Seafood Restaurant,5dcb443f99b0b30007533546,11,8.7,1
853,Flatiron,40.739673047638426,-73.9909471052826,Chick-fil-A,40.7423583,-73.9928843,Fast Food Restaurant,5d4c6e7a3d4ea60008af0ebc,-1,8.5,2
854,Flatiron,40.739673047638426,-73.9909471052826,Eleven Madison Park,40.74164831951294,-73.98714780807495,New American Restaurant,457ebeaaf964a5203f3f1fe3,11,9.1,281
855,Flatiron,40.739673047638426,-73.9909471052826,Isabelle's Osteria,40.7379741,-73.98767749999999,Italian Restaurant,5f9a037435e06073250b386c,11,8.4,2
856,Flatiron,40.739673047638426,-73.9909471052826,Tacombi Café El Presidente,40.742973,-73.991201,Mexican Restaurant,533aee6d498e55100d1640fc,-1,8.7,230
857,Flatiron,40.739673047638426,-73.9909471052826,Taïm,40.7422561970515,-73.99314380430064,Falafel Restaurant,5bf34fca018cbb002c99be4a,-1,8.4,7
858,Hudson Yards,40.75665808227519,-74.00011136202637,Estiatorio Milos,40.75374289086861,-74.00112748146057,Greek Restaurant,5c8c7ac938f2160025f3dcd3,-1,7.9,18
859,Hudson Yards,40.75665808227519,-74.00011136202637,Sergimmo Salumeria,40.75438818528088,-73.99564194904139,Italian Restaurant,4dcae1b18877502200c95822,-1,8.8,129
860,Hudson Yards,40.75665808227519,-74.00011136202637,Chirp,40.7533765410883,-73.99611647747534,Peruvian Restaurant,5babb7988194fc002c109112,-1,8.7,3
861,Hudson Yards,40.75665808227519,-74.00011136202637,La Barra,40.75284887822741,-74.00174975395203,Tapas Restaurant,5c9c05744940bc0039e4743d,-1,8.2,1
862,Hudson Yards,40.75665808227519,-74.00011136202637,Aiyara Thai,40.755056,-73.99476,Thai Restaurant,5cd74b086bdee6002c046407,-1,8.2,3
863,Hudson Yards,40.75665808227519,-74.00011136202637,Legacy Records,40.757565,-73.9981106,American Restaurant,59f3554f002f4c0655d65bab,-1,7.0,22
864,Hudson Yards,40.75665808227519,-74.00011136202637,Spanish Diner,40.752393791941095,-74.00149098026591,Spanish Restaurant,5c98f037db1d81002ca94beb,-1,7.9,11
865,Hudson Yards,40.75665808227519,-74.00011136202637,Zoob Zib Thai Noodle Bar,40.75452956940237,-73.99556553080292,Thai Restaurant,4f47d688e4b0d125f5871461,-1,7.7,55
866,Hudson Yards,40.75665808227519,-74.00011136202637,Thai Select,40.754867,-73.995007,Thai Restaurant,49bc064ff964a5200a541fe3,-1,7.7,99
867,Hudson Yards,40.75665808227519,-74.00011136202637,Patiala Indian Grill,40.753363078403055,-73.99613337463256,Indian Restaurant,5186c69c498ea0e23253df02,-1,7.6,15
868,Hudson Yards,40.75665808227519,-74.00011136202637,Via Trenta,40.753004473560765,-74.00289810123499,Italian Restaurant,57e55e46498e04b0dc14dbb0,-1,7.5,3
869,Hudson Yards,40.75665808227519,-74.00011136202637,Nitti’s,40.756726,-73.994175,Italian Restaurant,5bd10c0ca35dce002cb16e6c,-1,7.2,3
870,Hudson Yards,40.75665808227519,-74.00011136202637,Treadwell,40.75996361261517,-73.996284413735,Restaurant,5bb17b9531ac6c0039f150cf,-1,6.8,6
871,Hudson Yards,40.75665808227519,-74.00011136202637,EDEN Local,40.759909234565285,-73.99630074761771,Restaurant,5a0264e01ffe977e0fea5da3,-1,6.5,7
872,Hudson Yards,40.75665808227519,-74.00011136202637,Jake's,40.75795364379883,-74.0022964477539,American Restaurant,5b9929ef780eee002c87cd15,-1,,0
