,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue ID,Cluster Label,Rating,Tips Count
319,Midtown,40.75469110270623,-73.98166882730304,OOTOYA 大戸屋 (OOTOYA),40.75497346338808,-73.98610346565407,Japanese Restaurant,51fd77be498e883bf20fcca8,-1,8.7,129
320,Midtown,40.75469110270623,-73.98166882730304,Emporium Brasil,40.75653808729961,-73.9800807594274,Brazilian Restaurant,4adf890df964a5208d7b21e3,-1,7.8,56
321,Midtown,40.75469110270623,-73.98166882730304,The Lambs Club,40.75661994528238,-73.98446467572164,American Restaurant,4c671a37f7a80f472d27a07a,-1,8.1,107
322,Midtown,40.75469110270623,-73.98166882730304,Margon,40.757865,-73.983976,Cuban Restaurant,3fd66200f964a520b5ea1ee3,-1,8.9,116
323,Midtown,40.75469110270623,-73.98166882730304,Paul's On Times Square,40.75550304533887,-73.9855576325594,Italian Restaurant,54368cad498e4c7d7f1f9a2b,-1,8.3,7
324,Midtown,40.75469110270623,-73.98166882730304,Tony's Di Napoli,40.75643191257544,-73.98550393311821,Italian Restaurant,4adce863f964a5206c6221e3,-1,8.6,226
325,Murray Hill,40.748303077252174,-73.97833207924127,Kajitsu,40.74976283974211,-73.97768769032828,Japanese Restaurant,4a99b4f4f964a520f62f20e3,3,8.8,71
326,Murray Hill,40.748303077252174,-73.97833207924127,Sons of Thunder,40.74797027402464,-73.97575060170206,Hawaiian Restaurant,563c0261cd102a339785c7db,3,8.7,98
327,Murray Hill,40.748303077252174,-73.97833207924127,Sushi Ryusei,40.748354,-73.97520300000001,Sushi Restaurant,5b88b22f16ef67002ce49afe,3,8.9,6
328,Murray Hill,40.748303077252174,-73.97833207924127,Franchia,40.74754904507587,-73.981123802193,Vegetarian / Vegan Restaurant,4b02f734f964a520814b22e3,-1,8.6,152
329,Murray Hill,40.748303077252174,-73.97833207924127,Sarge's Delicatessen & Diner,40.74726357893965,-73.97705848354722,Jewish Restaurant,4aba732af964a5205c8120e3,3,8.1,91
330,Murray Hill,40.748303077252174,-73.97833207924127,Little Alley,40.747326320874585,-73.9770164277044,Shanghai Restaurant,592865d1286fda44e1f357f7,3,8.1,21
331,Murray Hill,40.748303077252174,-73.97833207924127,Momosan Ramen & Sake,40.749953,-73.977184,Ramen Restaurant,564d3592498e97b7609b8ebd,3,8.0,101
332,Murray Hill,40.748303077252174,-73.97833207924127,Tempura Matsui,40.7484611562686,-73.97497442973443,Japanese Restaurant,559cbaa6498eaa4e8d884811,3,8.6,12
333,Murray Hill,40.748303077252174,-73.97833207924127,Omusubi Gonbei,40.75092439033842,-73.9769462752827,Japanese Restaurant,591caee89deb7d0f69be77a2,3,8.5,2
334,Murray Hill,40.748303077252174,-73.97833207924127,Dun Huang,40.74919234921384,-73.97770430473602,Chinese Restaurant,5bd497a9f427de003989e9d8,3,7.8,1
335,Murray Hill,40.748303077252174,-73.97833207924127,Zuma New York,40.75052689410716,-73.980782390213,Japanese Restaurant,540dc46d498e86f0e5059dd2,-1,8.5,82
336,Murray Hill,40.748303077252174,-73.97833207924127,Omar's Mediterranean Cuisine,40.750943,-73.98102,Mediterranean Restaurant,5890c970cc5b6a43d6bf01a0,-1,9.0,11
337,Murray Hill,40.748303077252174,-73.97833207924127,Café China,40.7499796904135,-73.98223427700086,Chinese Restaurant,4e3484038877beb5e9a22a0b,-1,9.0,272
338,Murray Hill,40.748303077252174,-73.97833207924127,Le Parisien,40.74536933917004,-73.97921877261759,French Restaurant,4c408f9e6c1a95216050b96a,-1,8.4,67
339,Murray Hill,40.748303077252174,-73.97833207924127,2nd Ave Deli,40.745118,-73.97903,Jewish Restaurant,3fd66200f964a5209be41ee3,-1,8.5,178
340,Murray Hill,40.748303077252174,-73.97833207924127,Fine & Rare,40.75001639767164,-73.98235629921271,New American Restaurant,583f5f34af7d17640f9ef659,-1,8.7,12
341,Murray Hill,40.748303077252174,-73.97833207924127,Sophie's Cuban Cuisine,40.75056331810922,-73.97663563349062,Cuban Restaurant,4ac3af5ff964a5205c9c20e3,3,7.9,41
342,Murray Hill,40.748303077252174,-73.97833207924127,The Morgan Dining Room,40.74950882487386,-73.98146720771634,American Restaurant,4adf3189f964a520367821e3,-1,8.0,4
343,Murray Hill,40.748303077252174,-73.97833207924127,Benjamin Steakhouse Prime,40.75138502109964,-73.97961650340953,American Restaurant,581e8a7d16dbbc451b446564,-1,8.3,11
344,Murray Hill,40.748303077252174,-73.97833207924127,Sai Gon Dep,40.74770075333206,-73.97378815410889,Vietnamese Restaurant,5c1a6dd6121384002ce93aff,3,8.5,19
345,Murray Hill,40.748303077252174,-73.97833207924127,Tina's Cuban Cuisine,40.7474653967574,-73.98330692383087,Cuban Restaurant,4a5e0824f964a520efbd1fe3,9,9.0,80
346,Murray Hill,40.748303077252174,-73.97833207924127,Lan Larb Midtown,40.74533363204334,-73.9755277555111,Thai Restaurant,5424bb1b498ecea0c85b6b43,3,8.5,31
347,Murray Hill,40.748303077252174,-73.97833207924127,El Pote,40.74761767782473,-73.97387433686416,Spanish Restaurant,4ba19d8bf964a52005c437e3,3,8.3,18
348,Murray Hill,40.748303077252174,-73.97833207924127,Montagu's Gusto,40.74555834476401,-73.97522572857501,American Restaurant,5a022e729411f217c431e972,3,8.3,16
349,Murray Hill,40.748303077252174,-73.97833207924127,Masala King,40.74718410480507,-73.98185309164937,North Indian Restaurant,5aeb49d267f62b002ca5a9b5,-1,7.9,2
350,Murray Hill,40.748303077252174,-73.97833207924127,The Capital Grille,40.75105247439972,-73.97507825545438,American Restaurant,49e79ffdf964a520e3641fe3,3,8.3,80
351,Murray Hill,40.748303077252174,-73.97833207924127,251 Ginza Sushi,40.74556726462068,-73.9757060569526,Sushi Restaurant,4bba3cf87421a593728fc340,3,8.0,17
352,Murray Hill,40.748303077252174,-73.97833207924127,Baby Bo's Cantina,40.74504810846564,-73.97574844510618,Mexican Restaurant,3fd66200f964a52049e71ee3,3,8.2,120
353,Murray Hill,40.748303077252174,-73.97833207924127,Ai Fiori,40.7500752,-73.9837835,Italian Restaurant,4ccc32e997d0224bff415eb8,9,8.8,175
354,Murray Hill,40.748303077252174,-73.97833207924127,Open Kitchen,40.74681171478884,-73.98293487467083,Restaurant,543c10ac498ec64de56f7ecc,9,7.9,32
355,Murray Hill,40.748303077252174,-73.97833207924127,Le Botaniste,40.751316,-73.974187,Vegetarian / Vegan Restaurant,5cc1f2e804d1ae002cf25f49,3,8.3,3
356,Chelsea,40.744034706747975,-74.00311633472813,Dil-e Punjab Deli,40.74484451009235,-74.00252750283143,Indian Restaurant,4b4aab62f964a520978c26e3,-1,8.7,45
357,Chelsea,40.744034706747975,-74.00311633472813,TAO Downtown,40.74253880753354,-74.00381208666427,Asian Restaurant,523c7e56498ef9332c5ce675,-1,8.7,186
358,Chelsea,40.744034706747975,-74.00311633472813,Buddakan,40.74211957525603,-74.00461189502685,Chinese Restaurant,44e9b421f964a520a5371fe3,-1,9.2,524
359,Chelsea,40.744034706747975,-74.00311633472813,Worthwild,40.74445,-74.003204,New American Restaurant,5d0d64e383d1db00238af07f,-1,8.4,6
360,Chelsea,40.744034706747975,-74.00311633472813,Le Grainne Cafe,40.745372,-74.002337,French Restaurant,44c8e25ef964a520f0351fe3,-1,8.4,115
361,Chelsea,40.744034706747975,-74.00311633472813,Salinas,40.74366715652635,-74.00293196465896,Tapas Restaurant,4de00d3c1850ff3700a450b0,-1,8.3,81
362,Chelsea,40.744034706747975,-74.00311633472813,Mojo Omakase,40.744895,-74.0027,Sushi Restaurant,5dcf3d7148ad9f000857bbe3,-1,8.2,5
363,Chelsea,40.744034706747975,-74.00311633472813,Cookshop,40.745730534382005,-74.00559552616573,American Restaurant,43850280f964a520fd2a1fe3,-1,8.9,517
364,Chelsea,40.744034706747975,-74.00311633472813,Cull & Pistol,40.74259796206066,-74.00607834860813,Seafood Restaurant,5176c5f9e4b0e835576678f3,-1,8.9,139
365,Chelsea,40.744034706747975,-74.00311633472813,Los Mariscos,40.74199972810892,-74.00589003225507,Seafood Restaurant,57e9590a498e2d323e20c667,-1,9.4,134
366,Chelsea,40.744034706747975,-74.00311633472813,Ayada Thai,40.742074,-74.005012,Thai Restaurant,5d0baae152fae70023b3d8b1,-1,8.4,4
367,Chelsea,40.744034706747975,-74.00311633472813,Cappone’s Salumeria,40.742095,-74.0055867,Italian Restaurant,56a1214f498e7512685bb8a1,-1,8.6,13
368,Chelsea,40.744034706747975,-74.00311633472813,Morimoto,40.74272944262605,-74.00643825531006,Japanese Restaurant,454f7cc4f964a520dc3c1fe3,-1,8.8,352
369,Chelsea,40.744034706747975,-74.00311633472813,Westville Chelsea,40.74196304002314,-74.0000471919283,American Restaurant,4c0c5587340720a166978993,-1,9.1,283
370,Chelsea,40.744034706747975,-74.00311633472813,Zizi,40.742951,-74.000081,Middle Eastern Restaurant,5d97e1952c5df3000861d7d5,-1,8.3,3
371,Chelsea,40.744034706747975,-74.00311633472813,Loulou,40.742652,-74.000161,French Restaurant,5dcf67e642c0140007488570,-1,8.3,3
372,Chelsea,40.744034706747975,-74.00311633472813,Miznon,40.74238413232278,-74.00645566868867,Israeli Restaurant,5a60eeb8d552c711152a90e7,-1,8.7,48
373,Chelsea,40.744034706747975,-74.00311633472813,Socarrat Paella Bar,40.7426956,-73.9995488,Paella Restaurant,48ff3964f964a52056521fe3,-1,8.5,147
374,Chelsea,40.744034706747975,-74.00311633472813,Pepe Giallo,40.7467692734681,-74.00519371032715,Italian Restaurant,3fd66200f964a520bfe31ee3,-1,8.5,98
375,Chelsea,40.744034706747975,-74.00311633472813,Tia Pol,40.747244,-74.004684,Tapas Restaurant,41098f80f964a5209e0b1fe3,-1,8.9,158
376,Chelsea,40.744034706747975,-74.00311633472813,Seamore's,40.742290253938975,-74.00083699376583,Seafood Restaurant,59238c485455b21163d1b708,-1,7.9,24
377,Chelsea,40.744034706747975,-74.00311633472813,Ushiwakamaru,40.74639858583658,-74.00095849509177,Sushi Restaurant,55d79f5e498e863604c83230,-1,8.1,21
378,Chelsea,40.744034706747975,-74.00311633472813,Intersect By Lexus,40.74121225142836,-74.00618432811511,French Restaurant,59c724adb3d8e220e8c71ab8,-1,8.8,12
379,Chelsea,40.744034706747975,-74.00311633472813,Jack’s Wife Freda,40.740896,-74.001431,American Restaurant,5bfa0387bb8d36002c7a0273,-1,8.4,28
380,Chelsea,40.744034706747975,-74.00311633472813,Tings Jamaican Jerk Chicken,40.742386,-74.00627,Caribbean Restaurant,5c0173e41f8ed600399bec55,-1,8.0,3
381,Greenwich Village,40.72693288536128,-73.99991402945902,Carbone,40.72790327156426,-74.00013635911864,Italian Restaurant,504b2a9ee4b006c435a465d3,4,9.2,236
382,Greenwich Village,40.72693288536128,-73.99991402945902,DomoDomo,40.72800724280729,-74.00168319799626,Sushi Restaurant,555e7399498eccd4b34fe416,4,9.0,71
383,Greenwich Village,40.72693288536128,-73.99991402945902,Raoul's Restaurant,40.72622414441776,-74.00209307670593,French Restaurant,3fd66200f964a52006e61ee3,4,9.0,154
384,Greenwich Village,40.72693288536128,-73.99991402945902,Miss Lily's & Melvin's Juice Box,40.727916,-74.001423,Caribbean Restaurant,4d9e8aa89b91a1cdc7c958c0,4,9.0,345
385,Greenwich Village,40.72693288536128,-73.99991402945902,Tomoe Sushi,40.727743080016886,-74.0002670334584,Sushi Restaurant,3fd66200f964a5200eea1ee3,4,8.8,218
386,Greenwich Village,40.72693288536128,-73.99991402945902,Song' e Napule Pizzeria,40.728044,-74.001814,Italian Restaurant,54c3198d498eb66c4d02fd9e,4,8.8,25
387,Greenwich Village,40.72693288536128,-73.99991402945902,Coco Pazzo Kitchen & Restaurant,40.72603648767269,-74.0015071234133,Italian Restaurant,5ab53749446ea6289e41b0e6,4,8.8,11
388,Greenwich Village,40.72693288536128,-73.99991402945902,Lupa,40.72757667367626,-74.00009498834322,Italian Restaurant,3fd66200f964a520dbe91ee3,4,8.8,228
389,Greenwich Village,40.72693288536128,-73.99991402945902,Pepe Rosso To Go,40.727226,-74.001595,Italian Restaurant,3fd66200f964a52023e61ee3,4,8.7,142
390,Greenwich Village,40.72693288536128,-73.99991402945902,Raku,40.727404193363725,-74.0026963722485,Udon Restaurant,5aea422a033693002bf0c1cb,4,9.4,26
391,Greenwich Village,40.72693288536128,-73.99991402945902,The Dutch,40.72654153158143,-74.00225198929544,New American Restaurant,4d9db7087f9e4eb9436ea1fc,4,8.6,452
392,Greenwich Village,40.72693288536128,-73.99991402945902,Blue Ribbon Sushi,40.72616667889016,-74.0026071220218,Sushi Restaurant,45ac12d6f964a5205d411fe3,4,9.2,288
393,Greenwich Village,40.72693288536128,-73.99991402945902,12 Chairs,40.72768041318,-74.00261614432705,Middle Eastern Restaurant,45a7dc66f964a52019411fe3,4,8.9,140
394,Greenwich Village,40.72693288536128,-73.99991402945902,Carroll Place,40.72854377615349,-73.99983388039426,Italian Restaurant,5319188d498e3fb409caa7fd,4,8.4,117
395,Greenwich Village,40.72693288536128,-73.99991402945902,Shuka,40.72708326886079,-74.00291360475781,Mediterranean Restaurant,59b4898de1f0aa6d9ec6d507,4,9.1,59
396,Greenwich Village,40.72693288536128,-73.99991402945902,Dante NYC,40.728847021360245,-74.00162166908986,Italian Restaurant,556f4ef2498ee60139b28c72,4,9.1,139
397,Greenwich Village,40.72693288536128,-73.99991402945902,Mermaid Oyster Bar,40.72875734083963,-74.00166557237621,Seafood Restaurant,4af83ea9f964a5209a0b22e3,4,9.0,266
398,Greenwich Village,40.72693288536128,-73.99991402945902,Chow House,40.72906152574308,-74.00084246972851,Chinese Restaurant,5a20df1742d8c2528e74211f,4,8.9,6
399,Greenwich Village,40.72693288536128,-73.99991402945902,Ananda,40.72883889496238,-73.9993364782382,Indian Restaurant,56c931b2cd10407d3ecbefda,4,8.3,20
400,Greenwich Village,40.72693288536128,-73.99991402945902,Dame,40.728938,-74.001676,English Restaurant,5eee4fe91b8f000008d6d769,4,9.0,2
401,Greenwich Village,40.72693288536128,-73.99991402945902,Charlie Bird,40.727802,-74.00285,Italian Restaurant,51278a09e4b0b624edbc914c,4,8.7,188
402,Greenwich Village,40.72693288536128,-73.99991402945902,Lure Fishbar,40.724703,-73.9983278,Seafood Restaurant,46ff98a7f964a520234b1fe3,-1,9.0,395
403,Greenwich Village,40.72693288536128,-73.99991402945902,MIMI,40.72849037362725,-74.00066200501024,French Restaurant,5616d2d4498e3b46bbdef9b0,4,8.2,28
404,Greenwich Village,40.72693288536128,-73.99991402945902,Old Tbilisi Garden,40.728882321277744,-74.00074501357406,Eastern European Restaurant,53bacc8f498e55a100c4010e,4,8.3,39
405,Greenwich Village,40.72693288536128,-73.99991402945902,Hello Saigon,40.72902042913715,-74.0009423522163,Vietnamese Restaurant,5925d43fa306194f4fcc6e4a,4,8.5,14
406,Greenwich Village,40.72693288536128,-73.99991402945902,San Carlo Osteria Piemonte,40.725222953452,-74.00259414883078,Italian Restaurant,56d92e05498e6c54b6325b19,4,9.0,42
407,Greenwich Village,40.72693288536128,-73.99991402945902,Babs,40.728202,-74.00188,Restaurant,5d32963ef221540008cf0a0f,4,8.2,2
408,Greenwich Village,40.72693288536128,-73.99991402945902,Boqueria,40.7248,-74.00222,Tapas Restaurant,49d4eeaff964a520555c1fe3,4,9.1,253
409,Greenwich Village,40.72693288536128,-73.99991402945902,Lola Taverna,40.7270494,-74.0031992,Greek Restaurant,5d8f75dd5f9d590008a1b84f,4,8.6,5
410,Greenwich Village,40.72693288536128,-73.99991402945902,Junzi Kitchen,40.72876711130392,-74.00053543555785,Chinese Restaurant,5b36566f666116002c6b265e,4,8.1,10
411,Greenwich Village,40.72693288536128,-73.99991402945902,Manousheh,40.72937268195377,-74.00135010480881,Lebanese Restaurant,550af1d0498e5c0bd04229e6,4,8.7,66
412,Greenwich Village,40.72693288536128,-73.99991402945902,The Kati Roll Company,40.7295697222648,-74.00086061309852,Indian Restaurant,4593ed04f964a52050401fe3,4,8.8,141
413,Greenwich Village,40.72693288536128,-73.99991402945902,Saigon Shack,40.7297605480043,-74.00068533422322,Vietnamese Restaurant,4ce08a08ffcf370469b12082,4,9.0,390
414,Greenwich Village,40.72693288536128,-73.99991402945902,Bar Ciccio Alimentari,40.726375,-74.003369,Italian Restaurant,50e6eae5e4b06de013260a31,4,8.7,46
415,Greenwich Village,40.72693288536128,-73.99991402945902,Cuba,40.72926252189727,-73.99889825695053,Cuban Restaurant,425f0400f964a52007211fe3,4,8.4,167
416,Greenwich Village,40.72693288536128,-73.99991402945902,Blue Ribbon Brasserie,40.72549481702042,-74.00318626804706,American Restaurant,4aeb5fe4f964a52080c121e3,4,8.9,148
417,Greenwich Village,40.72693288536128,-73.99991402945902,THELEwala,40.72972369809264,-74.00073006181881,Indian Restaurant,4d992c1e942ba093ebb5968c,4,8.8,120
418,Greenwich Village,40.72693288536128,-73.99991402945902,Tiro A Segno,40.72858224368755,-74.00187942789395,Italian Restaurant,4b9e79e4f964a52035e736e3,4,8.1,6
419,Greenwich Village,40.72693288536128,-73.99991402945902,Quantum Leap,40.729209246692434,-73.99886686851244,Vegetarian / Vegan Restaurant,3fd66200f964a520ede91ee3,4,8.2,74
420,Greenwich Village,40.72693288536128,-73.99991402945902,Karakatta,40.72943832111654,-73.99881802276256,Ramen Restaurant,5a70d8ba0a464d531ab5ab29,4,8.4,22
421,Greenwich Village,40.72693288536128,-73.99991402945902,Minetta Tavern,40.73004893228044,-74.00064667028238,American Restaurant,44b78a37f964a52070351fe3,4,9.0,617
422,Greenwich Village,40.72693288536128,-73.99991402945902,SUGARFISH by sushi nozawa,40.725187,-74.003593,Sushi Restaurant,5c6c6715f709c1002cd49290,4,9.3,9
423,Greenwich Village,40.72693288536128,-73.99991402945902,Marumi,40.72903375595303,-73.99827766146674,Sushi Restaurant,3fd66200f964a5201ae61ee3,4,8.1,77
424,East Village,40.72784677727024,-73.98222616506416,Smør,40.729295443951536,-73.9815205335617,Scandinavian Restaurant,5c660fa3286fda00399ae820,5,9.3,10
425,East Village,40.72784677727024,-73.98222616506416,Kura,40.726802644699376,-73.98344407523645,Japanese Restaurant,510c85e7e4b0056826b88297,5,9.2,63
426,East Village,40.72784677727024,-73.98222616506416,Cafe Mogador,40.72727735358458,-73.98450529800188,Moroccan Restaurant,41044980f964a520750b1fe3,5,9.2,397
427,East Village,40.72784677727024,-73.98222616506416,Thursday Kitchen,40.72766058786341,-73.98376058578447,Korean Restaurant,578bec6c498e3150fc369f3b,5,9.1,76
428,East Village,40.72784677727024,-73.98222616506416,Westville East,40.7284276229589,-73.98189363635092,American Restaurant,4758483af964a520cc4c1fe3,5,8.9,298
429,East Village,40.72784677727024,-73.98222616506416,Mokyo,40.727179,-73.984056,Korean Restaurant,5dec54b8f93ca90007806f97,5,9.0,4
430,East Village,40.72784677727024,-73.98222616506416,Hanoi House,40.7269053677238,-73.98360309256832,Vietnamese Restaurant,58498a94f68d8d67be8e893c,5,8.7,62
431,East Village,40.72784677727024,-73.98222616506416,Xe Máy Sandwich Shop,40.72743500207039,-73.98483464336338,Vietnamese Restaurant,4eee5e0693add02fcd39aa10,5,9.1,127
432,East Village,40.72784677727024,-73.98222616506416,Miss Lily's 7A,40.72605803974587,-73.98368581540872,Caribbean Restaurant,537822d3498edcf629cebd3d,5,9.2,172
433,East Village,40.72784677727024,-73.98222616506416,Raclette,40.72883587752575,-73.98077759895865,Swiss Restaurant,54dbe95f498e372eef2147ca,5,8.6,80
434,East Village,40.72784677727024,-73.98222616506416,Superiority Burger,40.72754947104763,-73.9832897923765,Vegetarian / Vegan Restaurant,549c6881498eaaf3954382f3,5,8.6,149
435,East Village,40.72784677727024,-73.98222616506416,Avant Garden,40.72616113541542,-73.98386607655708,Vegetarian / Vegan Restaurant,55f727d7498ec2e384e5b040,5,9.0,61
436,East Village,40.72784677727024,-73.98222616506416,Pylos,40.7261887186205,-73.9839939152354,Greek Restaurant,43e6e944f964a520062f1fe3,5,8.9,159
437,East Village,40.72784677727024,-73.98222616506416,Mama Fina's,40.72822177868777,-73.98202237515753,Filipino Restaurant,5a73b1f49ef8ef531a1c08df,5,8.5,14
438,East Village,40.72784677727024,-73.98222616506416,Au Za'atar,40.72909163920429,-73.98136338978036,Middle Eastern Restaurant,531b94a8498e837f40b29ca7,5,8.3,78
439,East Village,40.72784677727024,-73.98222616506416,TabeTomo,40.72688545881415,-73.98292005947884,Ramen Restaurant,5b7b431cc9f9070039135835,5,8.3,26
440,East Village,40.72784677727024,-73.98222616506416,El Camion Cantina,40.72914507368678,-73.98125906835013,Mexican Restaurant,4d322023c75a6ea8cc220bae,5,8.3,128
441,East Village,40.72784677727024,-73.98222616506416,Momofuku Noodle Bar,40.72913330681598,-73.98426514558433,Ramen Restaurant,4731be8af964a520244c1fe3,5,8.5,852
442,East Village,40.72784677727024,-73.98222616506416,Ho Foods,40.7265207050588,-73.98466190886097,Taiwanese Restaurant,5a06749bd3cce816fb29ce65,5,8.8,32
443,East Village,40.72784677727024,-73.98222616506416,Yuca Bar & Restaurant,40.72605518774885,-73.98363284440495,Tapas Restaurant,41a12c00f964a5203c1e1fe3,5,8.5,245
444,East Village,40.72784677727024,-73.98222616506416,Hearth,40.730032,-73.983304,Italian Restaurant,40f1d480f964a520680a1fe3,5,8.7,208
445,East Village,40.72784677727024,-73.98222616506416,Ama Raw Bar,40.727979,-73.979199,Seafood Restaurant,5df97fa640ed0900087de054,-1,8.6,1
446,East Village,40.72784677727024,-73.98222616506416,Málà Project,40.727126,-73.98545,Chinese Restaurant,5647ee82498e8bfc0ddef53d,5,9.0,91
447,East Village,40.72784677727024,-73.98222616506416,Giano Restaurant,40.7262419854671,-73.98411424942987,Italian Restaurant,49d8d101f964a520cb5d1fe3,5,8.4,54
448,East Village,40.72784677727024,-73.98222616506416,Empellón Al Pastor,40.7267105,-73.9834619,Mexican Restaurant,544153df498e8f7dae118d8e,5,8.2,121
449,East Village,40.72784677727024,-73.98222616506416,Gnocco,40.72711062240362,-73.98026760400238,Italian Restaurant,49c6a988f964a5206e571fe3,5,8.1,93
450,East Village,40.72784677727024,-73.98222616506416,Oiji,40.727168125595306,-73.98564524259254,Korean Restaurant,54cd73be498e9ab78644ab32,5,9.1,81
451,East Village,40.72784677727024,-73.98222616506416,Luke's Lobster,40.72686042258368,-73.98543075201313,Seafood Restaurant,4abce679f964a5209d8720e3,5,8.8,306
452,East Village,40.72784677727024,-73.98222616506416,Zaragoza Mexican Deli-Grocery,40.72995336239989,-73.98073859848814,Mexican Restaurant,49e80026f964a52037651fe3,5,8.5,106
453,East Village,40.72784677727024,-73.98222616506416,Ladybird,40.72651436911113,-73.98466888002645,Vegetarian / Vegan Restaurant,59a9e7d8f0ca95663b1d398d,5,8.3,14
454,East Village,40.72784677727024,-73.98222616506416,Tacos Cuautla Morelos,40.727463069903365,-73.98306930735022,Mexican Restaurant,5209469f11d2d4f85e5b7427,5,7.9,41
455,East Village,40.72784677727024,-73.98222616506416,Buenos Aires,40.72522845614682,-73.98328503536244,Argentinian Restaurant,49cd02b2f964a520a9591fe3,5,8.8,103
456,East Village,40.72784677727024,-73.98222616506416,Suki Curry,40.72715710327842,-73.9861343187004,Japanese Restaurant,5b3805910dd31f002409405a,5,9.4,15
457,East Village,40.72784677727024,-73.98222616506416,Nai Tapas Bar,40.72908,-73.98401,Tapas Restaurant,4ce31b0d7e9b721e92a534f1,5,7.9,91
458,East Village,40.72784677727024,-73.98222616506416,The Wild Son,40.727399,-73.985182,American Restaurant,5ed02af8bcd6af000854d3a8,5,8.1,3
459,East Village,40.72784677727024,-73.98222616506416,noreetuh,40.72740766933473,-73.98545358325528,Hawaiian Restaurant,5504c48e498e2f599c554792,5,8.2,77
460,East Village,40.72784677727024,-73.98222616506416,Banh Mi Zon,40.725771,-73.984462,Vietnamese Restaurant,4b19b32cf964a5204ae223e3,5,8.4,85
461,Lower East Side,40.71780674892765,-73.98089031999291,Pig and Khao,40.719274699451205,-73.98489076915772,Filipino Restaurant,50588bc6526260483ab2860e,8,9.2,301
462,Lower East Side,40.71780674892765,-73.98089031999291,Kings County Imperial,40.71781670552335,-73.98556881621373,Chinese Restaurant,5b380f649deb7d00399fdf9d,8,9.0,11
463,Lower East Side,40.71780674892765,-73.98089031999291,Zyara Restaurant & Cafe,40.7195407513718,-73.98483165293638,Mediterranean Restaurant,5af8effcad910e002c271520,8,8.8,11
464,Lower East Side,40.71780674892765,-73.98089031999291,Windmill,40.71984464277124,-73.9846800734426,French Restaurant,5b63aefffe63bd0039d0c297,-1,8.6,2
465,Lower East Side,40.71780674892765,-73.98089031999291,Ginger & Lemongrass,40.7192892263212,-73.98563016493539,Vietnamese Restaurant,59ef714242d8c27c6dc8ef5e,8,9.1,29
466,Lower East Side,40.71780674892765,-73.98089031999291,3 Times,40.718284,-73.985202,Chinese Restaurant,5d9b6bef309f4b000893454d,8,8.2,2
467,Lower East Side,40.71780674892765,-73.98089031999291,Azasu,40.719627714039376,-73.98480299175428,Japanese Restaurant,535978ff498ec5450feaef85,8,8.3,21
468,Lower East Side,40.71780674892765,-73.98089031999291,Balvanera,40.720547,-73.985399,Argentinian Restaurant,53e02d67498e78c091589343,8,9.1,45
469,Lower East Side,40.71780674892765,-73.98089031999291,Nakamura,40.71771065257984,-73.98517029379737,Ramen Restaurant,56903421498e17b933579df9,-1,7.9,43
470,Lower East Side,40.71780674892765,-73.98089031999291,El Castillo De Jagua II,40.714520855897625,-73.9817441273183,Latin American Restaurant,4ac5fc81f964a5209bb220e3,-1,7.9,12
471,Lower East Side,40.71780674892765,-73.98089031999291,Ivan Ramen,40.720554,-73.984429,Ramen Restaurant,5367ee38498e2d56e7afd777,-1,8.1,321
472,Lower East Side,40.71780674892765,-73.98089031999291,Taco Mix,40.717969,-73.985941,Mexican Restaurant,5d3334eccadadc0008ac0015,8,8.0,3
473,Lower East Side,40.71780674892765,-73.98089031999291,Omar’s Kitchen and Rum Bar,40.720504,-73.984445,Caribbean Restaurant,5e360b72678a870007a9bd68,-1,7.8,6
474,Lower East Side,40.71780674892765,-73.98089031999291,Cibao,40.71919400608671,-73.98511841238506,Latin American Restaurant,4a2a1ddaf964a52005961fe3,8,7.4,24
475,Lower East Side,40.71780674892765,-73.98089031999291,Wing Hing,40.71446,-73.982141,Chinese Restaurant,4ccca398ee23a143929420a8,-1,,0
476,Lower East Side,40.71780674892765,-73.98089031999291,Wa Lung Kitchen,40.71409854245855,-73.98008618412346,Chinese Restaurant,4b92cc07f964a520a21c34e3,-1,5.6,2
477,Tribeca,40.721521967443216,-74.01068328559087,Locanda Verde,40.719981,-74.010002,Italian Restaurant,4a149749f964a52055781fe3,6,9.2,502
478,Tribeca,40.721521967443216,-74.01068328559087,Smith & Mills,40.72008862316655,-74.00987583373329,American Restaurant,46797032f964a520f7471fe3,6,8.7,149
479,Tribeca,40.721521967443216,-74.01068328559087,Sushi Azabu,40.72235543459842,-74.00974954506063,Sushi Restaurant,4aad744bf964a520606020e3,-1,8.5,77
480,Tribeca,40.721521967443216,-74.01068328559087,Bubby's,40.719932193721725,-74.00857160255461,American Restaurant,40f1d480f964a5205b0a1fe3,6,8.8,515
481,Tribeca,40.721521967443216,-74.01068328559087,Estancia 460,40.72376130224121,-74.00957228177408,Argentinian Restaurant,49bd5b75f964a52070541fe3,-1,8.7,35
482,Tribeca,40.721521967443216,-74.01068328559087,The Greek,40.72369353202312,-74.00959789834022,Greek Restaurant,51b3c734498e2c9c744309e6,-1,8.6,52
483,Tribeca,40.721521967443216,-74.01068328559087,juice press,40.72204798485456,-74.00974323937518,Vegetarian / Vegan Restaurant,520f8c2311d25af014655a24,6,8.0,13
